الفعل,المسار,الاسم,المتحكّم,الوسطاء,التصنيف,ملاحظة
GET,/c/{code},custody.code,"Web\CustodyController@byCode","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/calendar,calendar,"Web\CalendarController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/candidates/{id}/hire,recruit.hire,"Web\HireController@hire","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/capacity,capacity,"Web\CapacityController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/ceo,ceo,"Web\CeoController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/changeorder/{id}/apply,changeorders.apply,"Web\ChangeOrderController@apply","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/changeorder/{id}/pdf,changeorders.pdf,"Web\ChangeOrderController@pdf","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/client-switch,client.switch,Closure,"web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/clients/{client}/members,clients.members.invite,"Web\ClientMemberController@invite","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/clients/{client}/members/{membership}/revoke,clients.members.revoke,"Web\ClientMemberController@revoke","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/clients/{client}/members/{membership}/role,clients.members.role,"Web\ClientMemberController@setRole","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/code-center,code.center,"Web\CodeCenterController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/collab,collab.center,"Web\CollaborationController@center","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/collab/attention,collab.attention,"Web\CollaborationController@attention","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/comments,comments.store,"Web\CommentController@store","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/comments/{id},comments.destroy,"Web\CommentController@destroy","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/comments/{id}/edit,comments.edit,"Web\CommentController@edit","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/comments/{id}/pin,comments.pin,"Web\CommentController@pin","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/comments/{id}/react,comments.react,"Web\CommentController@react","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/comments/{id}/resolve,comments.resolve,"Web\CommentController@resolve","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/comments/{id}/task,comments.task,"Web\CommentController@toTask","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/company-switch,company.switch,Closure,"web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/compliance-board,compliance.board,"Web\ComplianceController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/contract/{id}/amend,contract.amend,"Web\ContractActionsController@amend","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/contract/{id}/renew,contract.renew,"Web\ContractActionsController@renew","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/conversations,conversations.index,"Web\ConversationController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/conversations,conversations.store,"Web\ConversationController@store","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/conversations/directory,conversations.directory,"Web\ConversationController@directory","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/conversations/{id},conversations.show,"Web\ConversationController@show","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/conversations/{id}/archive,conversations.archive,"Web\ConversationController@toggleArchive","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/conversations/{id}/favorite,conversations.favorite,"Web\ConversationController@toggleFavorite","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/conversations/{id}/join,conversations.join,"Web\ConversationController@join","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/conversations/{id}/members,conversations.member.add,"Web\ConversationController@addMember","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/conversations/{id}/members/remove,conversations.member.remove,"Web\ConversationController@removeMember","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/conversations/{id}/members/role,conversations.member.role,"Web\ConversationController@setRole","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/conversations/{id}/notify,conversations.notify,"Web\ConversationController@setNotifyPref","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/conversations/{id}/since,conversations.since,"Web\ConversationController@since","web · auth · throttle:120,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/conversations/{id}/typing,conversations.typing,"Web\ConversationController@typing","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/costs,costs.index,"Web\CostController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/custody,custody.catalog,"Web\CustodyController@catalog","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/custody-wallet,custody.wallet.center,"Web\EmployeeCustodyController@center","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody-wallet/advance,custody.wallet.advance,"Web\EmployeeCustodyController@advance","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody-wallet/charge,custody.wallet.charge,"Web\EmployeeCustodyController@charge","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody-wallet/correct,custody.wallet.correct,"Web\EmployeeCustodyController@correct","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody-wallet/deduction,custody.wallet.deduction,"Web\EmployeeCustodyController@deduction","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/custody-wallet/e/{id},custody.wallet.employee,"Web\EmployeeCustodyController@employee","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody-wallet/expense,custody.wallet.expense,"Web\EmployeeCustodyController@expense","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody-wallet/repayment,custody.wallet.repayment,"Web\EmployeeCustodyController@repayment","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody-wallet/settlement,custody.wallet.settlement,"Web\EmployeeCustodyController@settlement","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody-wallet/transfer,custody.wallet.transfer,"Web\EmployeeCustodyController@transfer","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody-wallet/{id}/reverse,custody.wallet.reverse,"Web\EmployeeCustodyController@reverse","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/custody/cat/{code},custody.category,"Web\CustodyController@category","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody/{id}/handover,custody.handover,"Web\CustodyController@handover","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/custody/{id}/label,custody.label,"Web\CustodyController@label","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody/{id}/permit,custody.permit,"Web\CustodyController@permit","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/custody/{id}/permit/{permitId},custody.permit.doc,"Web\CustodyController@permitDoc","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody/{id}/permit/{permitId}/cancel,custody.permit.cancel,"Web\CustodyController@permitCancel","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody/{id}/permit/{permitId}/return,custody.permit.return,"Web\CustodyController@permitReturn","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody/{id}/recover,custody.recover,"Web\CustodyController@recover","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/custody/{id}/spec,custody.spec,"Web\CustodyController@spec","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody/{id}/specs,custody.specs,"Web\CustodyController@saveSpecs","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody/{id}/station,custody.station,"Web\CustodyController@assignStation","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/custody/{id}/status,custody.status,"Web\CustodyController@changeStatus","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/dataroom,dataroom.index,"Web\DataRoomController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/dataroom,dataroom.store,"Web\DataRoomController@store","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/dataroom/{id}/revoke,dataroom.revoke,"Web\DataRoomController@revoke","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/delivery,delivery,"Web\DeliveryController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/delivery/psa,delivery.psa,"Web\DeliveryController@psa","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/digital-assets,digital.assets,"Web\DigitalAssetsController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/dm,dm.inbox,"Web\DmController@inbox","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/dm,dm.start,"Web\DmController@start","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/dm/msg/{id},dm.destroy,"Web\DmController@destroy","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/dm/msg/{id}/edit,dm.edit,"Web\DmController@edit","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/dm/msg/{id}/react,dm.react,"Web\DmController@react","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/dm/{userId},dm.thread,"Web\DmController@thread","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/dm/{userId},dm.send,"Web\DmController@send","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/dm/{userId}/since,dm.since,"Web\DmController@since","web · auth · throttle:120,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/dm/{userId}/typing,dm.typing,"Web\DmController@typing","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/employee/{id},portal.employee,"Web\PortalController@employee","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/endpoints,endpoints.index,"Web\EndpointCentreController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/endpoints/enroll-token,enroll.mint,"Api\EndpointEnrollController@mint","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/endpoints/mdm,endpoints.mdm,"Web\EndpointMdmController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/endpoints/mdm,endpoints.mdm.store,"Web\EndpointMdmController@store","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/endpoints/mdm/{id}/delete,endpoints.mdm.delete,"Web\EndpointMdmController@destroy","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/endpoints/mdm/{id}/health,endpoints.mdm.health,"Web\EndpointMdmController@health","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/endpoints/mdm/{id}/sync,endpoints.mdm.sync,"Web\EndpointMdmController@sync","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/endpoints/mdm/{id}/toggle,endpoints.mdm.toggle,"Web\EndpointMdmController@toggle","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/endpoints/releases,endpoints.releases,"Web\EndpointReleaseController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/endpoints/releases,endpoints.releases.store,"Web\EndpointReleaseController@store","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/endpoints/releases/{id}/delete,endpoints.releases.delete,"Web\EndpointReleaseController@destroy","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/endpoints/releases/{id}/download,endpoints.releases.download,"Web\EndpointReleaseController@download","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/endpoints/releases/{id}/publish,endpoints.releases.publish,"Web\EndpointReleaseController@publish","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/endpoints/{id},endpoints.show,"Web\EndpointCentreController@show","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/endpoints/{id}/command,endpoints.command,"Api\EndpointProtocolController@issue","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/entry/{id}/line,entries.line,"Web\EntryController@line","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/entry/{id}/line/{lineId},entries.line.drop,"Web\EntryController@dropLine","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/entry/{id}/post,entries.post,"Web\EntryController@post","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/esign,esign.index,"Web\EsignController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/esign,esign.store,"Web\EsignController@store","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/esign/clauses,esign.clause.store,"Web\ContractActionsController@storeClause","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/esign/clauses,esign.clause.destroy,"Web\ContractActionsController@destroyClause","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/esign/preview,esign.preview,"Web\EsignController@preview","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/esign/templates,esign.tpl.store,"Web\EsignController@storeTemplate","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/esign/templates/{id},esign.tpl.destroy,"Web\EsignController@destroyTemplate","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
PUT,/esign/templates/{id},esign.tpl.update,"Web\EsignController@updateTemplate","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/esign/templates/{id}/archive,esign.tpl.archive,"Web\EsignController@archiveTemplate","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/esign/templates/{id}/edit,esign.tpl.edit,"Web\EsignController@editTemplate","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
PUT,/esign/{id},esign.update,"Web\EsignController@update","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/esign/{id}/approve,esign.approve,"Web\EsignController@approve","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/esign/{id}/cancel,esign.cancel,"Web\EsignController@cancel","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/esign/{id}/certificate,esign.cert,"Web\EsignController@certificate","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/esign/{id}/doc,esign.doc,"Web\EsignController@doc","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/esign/{id}/edit,esign.edit,"Web\EsignController@edit","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/esign/{id}/extend,esign.extend,"Web\EsignController@extend","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/esign/{id}/pdf,esign.pdf,"Web\EsignController@pdf","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/esign/{id}/reject,esign.reject,"Web\EsignController@reject","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/esign/{id}/resend,esign.resend,"Web\EsignController@resend","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/feed,feed,"Web\CommentController@feed","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/field,field.dashboard,"Web\FieldController@dashboard","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/field/route/{id},field.route,"Web\FieldController@route","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/field/sessions,field.sessions,"Web\FieldController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/files/{path},file.show,"Web\FileController@show","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/fin/{id}/act,fin.act,"Web\FinController@act","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/graph/expand,graph.expand,"Web\RelationshipExplorerController@expandNode","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/graph/explore,graph.explore,"Web\RelationshipExplorerController@explore","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/groups,groups.index,"Web\GroupController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/groups,groups.store,"Web\GroupController@store","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/groups/{id}/leave,groups.leave,"Web\GroupController@leave","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/groups/{id}/participants,groups.fork,"Web\GroupController@fork","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/healthz,healthz,"Web\OpsController@health","web · throttle:30,1","عامٌّ مقصود","مسبارُ Uptime — مجرَّدٌ من الصيانة/الدوام/الرادار عمداً · خانق 30/د"
POST,/hook/{token},hook.receive,"Web\InboundHookController@receive","web · throttle:120,1","عامٌّ مقصود","ويبهوك وارد — رمزٌ 48 خانةً + HMAC اختياريّ · خانق 120/د · مُستثنى من CSRF عمداً"
POST,/ideas/{id}/promote,ideas.promote,"Web\InnovationController@promote","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/identity,identity.center,"Web\IdentityController@center","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/identity/discover,identity.discover,"Web\IdentityController@discover","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/identity/labels,identity.labels,"Web\IdentityController@labels","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/identity/merge/{id},identity.merge,"Web\IdentityController@merge","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/identity/product/{id}/label,identity.product.label,"Web\IdentityController@productLabel","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/identity/register,identity.register,"Web\IdentityController@register","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/identity/resolve,identity.resolve,"Web\IdentityController@resolve","web · auth · throttle:240,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/impact,impact,"Web\CapacityController@impact","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/inboxdocs,inboxdocs.index,"Web\InboxDocController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/inboxdocs,inboxdocs.store,"Web\InboxDocController@store","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/inboxdocs/{id},inboxdocs.destroy,"Web\InboxDocController@destroy","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/inboxdocs/{id}/classify,inboxdocs.classify,"Web\InboxDocController@classify","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/innovation,innovation,"Web\InnovationController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/inventory,inventory.center,"Web\InventoryController@center","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/inventory/freeze,inventory.freeze,"Web\InventoryController@freeze","web · auth · throttle:120,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/inventory/{id},inventory.show,"Web\InventoryController@show","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/inventory/{id}/close,inventory.close,"Web\InventoryController@close","web · auth · throttle:120,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/inventory/{id}/reconcile,inventory.reconcile,"Web\InventoryController@reconcile","web · auth · throttle:120,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/inventory/{id}/scan,inventory.scan,"Web\InventoryController@scan","web · auth · throttle:120,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/journey/{id},journey,"Web\JourneyController@show","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/jslog,jslog,"Web\ErrorCenterController@jslog","web · auth · throttle:20,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/kpis,kpis.index,"Web\KpiController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/kpis,kpis.store,"Web\KpiController@store","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/kpis/adopt-all,kpis.adoptAll,"Web\KpiController@adoptAll","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
PUT,/kpis/{id},kpis.update,"Web\KpiController@update","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/kpis/{id},kpis.destroy,"Web\KpiController@destroy","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
